hotspot_id,latitude,longitude,rainfall,elevation,drain_capacity,flood_risk_level,associated_ward
HS1757,28.581674,76.929326,138,230,0.36,HIGH,W079
HS1758,28.564887,76.934378,131,239,0.36,MEDIUM,W079
HS1759,28.548774,76.92884,124,221,0.49,MEDIUM,W079
HS1760,28.574473,76.929583,128,206,0.49,HIGH,W079
HS1761,28.567275,76.919656,137,223,0.49,MEDIUM,W079
HS1762,28.560045,76.919109,154,212,0.63,MEDIUM,W079
HS1763,28.563837,76.950157,148,238,0.34,HIGH,W079
HS1764,28.553249,76.931862,135,218,0.43,HIGH,W079
HS1765,28.575826,76.94723,155,240,0.42,HIGH,W079
HS1766,28.566075,76.923605,132,226,0.41,HIGH,W079
HS1767,28.591496,76.946911,146,214,0.46,HIGH,W079
HS1768,28.629827,77.204654,86,279,0.13,MEDIUM,W080
HS1769,28.642113,77.195889,87,292,0.5,LOW,W080
HS1770,28.605573,77.191232,108,288,0.23,MEDIUM,W080
HS1771,28.64693,77.163509,92,257,0.5,MEDIUM,W080
HS1772,28.635975,77.184508,95,262,0.5,MEDIUM,W080
HS1773,28.62663,77.164007,83,276,0.32,MEDIUM,W080
HS1774,28.609332,77.173271,93,280,0.17,MEDIUM,W080
HS1775,28.625826,77.174495,100,292,0.44,LOW,W080
HS1776,28.644324,77.198737,95,260,0.36,MEDIUM,W080
HS1777,28.635569,77.180069,109,265,0.22,MEDIUM,W080
HS1778,28.608037,77.208397,85,283,0.2,MEDIUM,W080
HS1779,28.643986,77.209218,99,285,0.5,LOW,W080
HS1780,28.630436,77.180368,112,258,0.41,MEDIUM,W080
HS1781,28.618664,77.16754,78,282,0.46,LOW,W080
HS1782,28.652139,77.187249,113,261,0.33,MEDIUM,W080
HS1783,28.605709,77.209669,95,264,0.28,MEDIUM,W080
HS1784,28.648744,77.201583,94,266,0.39,MEDIUM,W080
HS1785,28.634551,77.190243,100,254,0.21,MEDIUM,W080
HS1786,28.604507,77.202808,114,283,0.19,MEDIUM,W080
HS1787,28.651849,77.192751,87,271,0.17,MEDIUM,W080
HS1788,28.64622,77.204517,99,268,0.33,MEDIUM,W080
HS1789,28.639189,77.162853,88,258,0.47,MEDIUM,W080
HS1790,28.62096,77.167971,87,288,0.42,LOW,W080
HS1791,28.60848,77.172859,124,292,0.16,MEDIUM,W080
HS1792,28.837942,77.003474,100,236,0.71,MEDIUM,W081
HS1793,28.835582,76.991112,70,245,0.78,LOW,W081
HS1794,28.850118,76.994258,94,237,0.39,MEDIUM,W081
HS1795,28.850515,76.997316,69,248,0.65,LOW,W081
HS1796,28.864848,77.010816,88,229,0.6,MEDIUM,W081
HS1797,28.844801,76.980938,90,239,0.65,MEDIUM,W081
HS1798,28.85187,77.01717,103,236,0.42,MEDIUM,W081
HS1799,28.828096,77.01018,66,244,0.5,MEDIUM,W081
HS1800,28.830686,77.015048,87,227,0.65,MEDIUM,W081
HS1801,28.838915,77.0181,90,230,0.57,MEDIUM,W081
HS1802,28.852869,76.999032,96,228,0.72,MEDIUM,W081
HS1803,28.856686,77.005985,100,215,0.65,MEDIUM,W081
HS1804,28.856265,77.008292,93,230,0.43,MEDIUM,W081
HS1805,28.869862,77.019895,105,227,0.62,MEDIUM,W081
HS1806,28.82464,76.982417,77,229,0.64,MEDIUM,W081
HS1807,28.839303,76.995414,85,223,0.59,MEDIUM,W081
HS1808,28.851251,76.994689,79,231,0.42,MEDIUM,W081
HS1809,28.824888,76.993029,92,220,0.43,MEDIUM,W081
HS1810,28.86292,76.9823,88,224,0.5,MEDIUM,W081
HS1811,28.865851,77.004606,85,233,0.6,MEDIUM,W081
HS1812,28.508459,77.080983,81,172,0.69,MEDIUM,W082
HS1813,28.518587,77.05878,83,185,0.76,MEDIUM,W082
HS1814,28.502666,77.069441,96,178,0.8,MEDIUM,W082
HS1815,28.532309,77.047498,95,187,0.72,MEDIUM,W082
HS1816,28.50393,77.073775,100,186,0.78,MEDIUM,W082
HS1817,28.530733,77.066422,84,179,0.95,MEDIUM,W082
HS1818,28.497707,77.058474,106,203,0.83,MEDIUM,W082
HS1819,28.497859,77.069637,89,189,0.86,MEDIUM,W082
HS1820,28.502714,77.065804,113,171,0.65,HIGH,W082
HS1821,28.508328,77.04211,83,199,0.66,MEDIUM,W082
HS1822,28.508803,77.045929,98,172,0.84,MEDIUM,W082
HS1823,28.50924,77.042841,107,178,0.69,MEDIUM,W082
HS1824,28.506569,77.057125,75,170,0.8,MEDIUM,W082
HS1825,28.525778,77.080708,95,189,0.72,MEDIUM,W082
HS1826,28.486628,77.064979,98,205,0.76,MEDIUM,W082
HS1827,28.526682,77.055032,97,187,0.7,MEDIUM,W082
HS1828,28.511897,77.080185,109,204,0.84,MEDIUM,W082
HS1829,28.489848,77.05515,91,166,0.72,MEDIUM,W082
HS1830,28.507731,77.053865,124,194,0.87,MEDIUM,W082
HS1831,28.495022,77.042676,101,189,0.79,MEDIUM,W082
HS1832,28.687088,77.238902,184,188,0.18,HIGH,W083
HS1833,28.676299,77.255383,169,187,0.38,HIGH,W083
HS1834,28.690852,77.240621,163,206,0.12,HIGH,W083
HS1835,28.681649,77.245851,183,196,0.33,HIGH,W083
HS1836,28.682504,77.24442,187,215,0.16,HIGH,W083
HS1837,28.701831,77.238067,179,191,0.1,HIGH,W083
HS1838,28.663406,77.243018,177,217,0.22,HIGH,W083
HS1839,28.658042,77.253078,176,220,0.1,HIGH,W083
HS1840,28.679697,77.219826,148,191,0.15,HIGH,W083
HS1841,28.666896,77.239217,143,204,0.39,HIGH,W083
HS1842,28.671569,77.22232,172,215,0.13,HIGH,W083
HS1843,28.681638,77.228796,182,222,0.13,HIGH,W083
HS1844,28.697663,77.212965,180,203,0.13,HIGH,W083
HS1845,28.664887,77.222964,185,194,0.1,HIGH,W083
HS1846,28.657283,77.220946,178,212,0.29,HIGH,W083
HS1847,28.689998,77.247416,150,191,0.14,HIGH,W083
HS1848,28.704105,77.252959,141,222,0.24,HIGH,W083
HS1849,28.697052,77.23542,143,213,0.35,HIGH,W083
HS1850,28.681782,77.219023,183,219,0.19,HIGH,W083
HS1851,28.698735,77.217674,185,200,0.39,HIGH,W083
HS1852,28.658697,77.236427,159,205,0.17,HIGH,W083
HS1853,28.666972,77.239114,170,199,0.1,HIGH,W083
HS1854,28.544137,77.018482,67,261,0.64,LOW,W084
HS1855,28.585292,77.008386,85,261,0.44,MEDIUM,W084
HS1856,28.557533,77.043148,86,245,0.48,MEDIUM,W084
HS1857,28.569005,77.024429,70,251,0.47,MEDIUM,W084
HS1858,28.549093,77.048408,91,229,0.57,MEDIUM,W084
HS1859,28.561323,77.002955,54,258,0.48,LOW,W084
HS1860,28.577462,77.018748,56,248,0.56,LOW,W084
HS1861,28.578161,77.026637,61,257,0.48,LOW,W084
HS1862,28.565477,77.01198,68,253,0.3,MEDIUM,W084
HS1863,28.574641,77.014438,72,256,0.41,MEDIUM,W084
HS1864,28.555074,77.010464,68,266,0.33,MEDIUM,W084
HS1865,28.565652,77.027358,46,236,0.53,LOW,W084
HS1866,28.5835,77.004249,54,231,0.66,LOW,W084
HS1867,28.558872,77.012992,51,231,0.58,MEDIUM,W084
HS1868,28.554209,77.005842,84,230,0.4,MEDIUM,W084
HS1869,28.570023,77.003197,49,242,0.45,MEDIUM,W084
HS1870,28.59011,77.038087,91,236,0.62,MEDIUM,W084
HS1871,28.575148,77.032476,85,262,0.6,LOW,W084
HS1872,28.591416,77.025375,76,247,0.46,MEDIUM,W084
HS1873,28.576388,77.033507,49,264,0.5,LOW,W084
HS1874,28.547388,77.00333,76,257,0.38,MEDIUM,W084
HS1875,28.559997,77.005215,75,252,0.48,MEDIUM,W084
HS1876,28.616948,77.159936,63,236,0.64,LOW,W085
HS1877,28.636461,77.187578,50,215,0.73,LOW,W085
HS1878,28.626503,77.154862,53,220,0.55,MEDIUM,W085
HS1879,28.65817,77.165486,43,214,0.65,MEDIUM,W085
HS1880,28.619112,77.159254,66,213,0.63,MEDIUM,W085
HS1881,28.647,77.164428,55,235,0.43,MEDIUM,W085
HS1882,28.640345,77.191169,28,204,0.53,MEDIUM,W085
HS1883,28.642411,77.169443,51,207,0.65,MEDIUM,W085
HS1884,28.611626,77.192289,62,230,0.7,LOW,W085
HS1885,28.641271,77.185182,74,209,0.49,MEDIUM,W085
HS1886,28.652532,77.152451,54,207,0.68,MEDIUM,W085
HS1887,28.616844,77.185085,75,225,0.4,MEDIUM,W085
HS1888,28.636045,77.177833,50,217,0.67,MEDIUM,W085
HS1889,28.649163,77.154633,68,230,0.53,MEDIUM,W085
HS1890,28.640346,77.185512,66,211,0.66,MEDIUM,W085
HS1891,28.633362,77.170574,72,225,0.7,MEDIUM,W085
HS1892,28.62361,77.142962,53,207,0.58,MEDIUM,W085
HS1893,28.627508,77.169112,33,206,0.68,LOW,W085
HS1894,28.641951,77.159325,47,235,0.64,LOW,W085
HS1895,28.613423,77.174056,65,225,0.57,MEDIUM,W085
HS1896,28.615163,77.168694,45,201,0.47,MEDIUM,W085
HS1897,28.636706,77.157414,36,220,0.39,MEDIUM,W085
HS1898,28.623566,77.145082,49,236,0.38,MEDIUM,W085
HS1899,28.643797,77.145,75,205,0.54,MEDIUM,W085
HS1900,28.612255,77.172277,42,228,0.56,MEDIUM,W085
HS1901,28.842361,77.11792,111,260,0.64,MEDIUM,W086
HS1902,28.889408,77.146126,98,256,0.7,LOW,W086
HS1903,28.84493,77.120933,116,239,0.88,LOW,W086
HS1904,28.855107,77.136071,97,234,0.52,MEDIUM,W086
HS1905,28.85383,77.126262,97,241,0.5,MEDIUM,W086
HS1906,28.890483,77.14307,91,264,0.84,LOW,W086
HS1907,28.856105,77.129165,87,253,0.81,LOW,W086
HS1908,28.857198,77.156776,127,254,0.49,MEDIUM,W086
HS1909,28.878736,77.131618,81,237,0.77,LOW,W086
HS1910,28.878033,77.121387,122,251,0.61,MEDIUM,W086
HS1911,28.878209,77.113317,110,266,0.72,LOW,W086
HS1912,28.87423,77.127085,78,237,0.63,MEDIUM,W086
HS1913,28.876392,77.140817,105,238,0.48,MEDIUM,W086
HS1914,28.879603,77.112585,124,245,0.48,MEDIUM,W086
HS1915,28.863584,77.13243,113,248,0.5,MEDIUM,W086
HS1916,28.859378,77.116226,82,267,0.56,LOW,W086
HS1917,28.845659,77.130503,117,265,0.52,MEDIUM,W086
HS1918,28.889481,77.156288,94,265,0.86,LOW,W086
HS1919,28.850926,77.108538,78,266,0.72,LOW,W086
HS1920,28.845036,77.155194,125,246,0.76,MEDIUM,W086
HS1921,28.873143,77.116718,87,257,0.77,LOW,W086
HS1922,28.868426,77.127041,119,241,0.72,MEDIUM,W086
HS1923,28.888909,77.140854,103,256,0.67,LOW,W086
HS1924,28.8909,77.115887,111,251,0.87,LOW,W086
HS1925,28.430051,77.107405,141,253,0.41,MEDIUM,W087
HS1926,28.443606,77.103894,132,223,0.26,HIGH,W087
HS1927,28.422413,77.079685,121,238,0.25,HIGH,W087
HS1928,28.431593,77.08599,119,232,0.61,MEDIUM,W087
HS1929,28.417678,77.112483,111,250,0.6,MEDIUM,W087
HS1930,28.424317,77.097297,113,250,0.43,MEDIUM,W087
HS1931,28.451209,77.109256,113,228,0.46,MEDIUM,W087
HS1932,28.424335,77.098232,120,246,0.48,MEDIUM,W087
HS1933,28.456444,77.089979,108,221,0.27,HIGH,W087
HS1934,28.414969,77.067737,109,242,0.52,MEDIUM,W087
HS1935,28.419779,77.077783,128,241,0.39,MEDIUM,W087
HS1936,28.428755,77.06588,106,238,0.4,MEDIUM,W087
HS1937,28.415319,77.090707,97,242,0.54,MEDIUM,W087
HS1938,28.444884,77.087467,99,238,0.39,MEDIUM,W087
HS1939,28.42504,77.083945,114,230,0.33,MEDIUM,W087
HS1940,28.431819,77.066129,132,244,0.3,MEDIUM,W087
HS1941,28.414089,77.097855,98,235,0.56,MEDIUM,W087
HS1942,28.436569,77.075438,101,244,0.39,MEDIUM,W087
HS1943,28.434368,77.113766,127,237,0.51,MEDIUM,W087
HS1944,28.426418,77.073429,117,259,0.4,MEDIUM,W087
HS1945,28.425832,77.088716,106,257,0.38,MEDIUM,W087
HS1946,28.428409,77.094938,115,237,0.25,HIGH,W087
HS1947,28.431168,77.073082,130,222,0.27,HIGH,W087
HS1948,28.628416,77.191514,59,185,0.46,MEDIUM,W088
HS1949,28.612895,77.217889,89,206,0.17,HIGH,W088
HS1950,28.616141,77.182409,77,188,0.15,HIGH,W088
HS1951,28.603562,77.219385,83,189,0.22,HIGH,W088
HS1952,28.609343,77.203301,66,192,0.37,MEDIUM,W088
HS1953,28.628834,77.196405,93,185,0.42,HIGH,W088
HS1954,28.610757,77.190486,57,206,0.21,HIGH,W088
HS1955,28.619975,77.180112,81,215,0.37,MEDIUM,W088
HS1956,28.621878,77.200502,99,201,0.25,HIGH,W088
HS1957,28.590741,77.197643,56,212,0.32,MEDIUM,W088
HS1958,28.606569,77.194021,67,199,0.12,HIGH,W088
HS1959,28.628467,77.178768,57,208,0.27,MEDIUM,W088
HS1960,28.603378,77.190558,55,208,0.2,MEDIUM,W088
HS1961,28.588215,77.210727,101,196,0.26,HIGH,W088
HS1962,28.610346,77.189283,90,183,0.41,HIGH,W088
HS1963,28.621782,77.188486,65,209,0.23,HIGH,W088
HS1964,28.591375,77.177868,103,192,0.29,HIGH,W088
HS1965,28.58979,77.188631,71,220,0.26,MEDIUM,W088
HS1966,28.590085,77.201686,60,203,0.38,MEDIUM,W088
HS1967,28.586424,77.209192,98,196,0.14,HIGH,W088
HS1968,28.608677,77.216689,62,187,0.48,MEDIUM,W088
HS1969,28.623797,77.18796,60,198,0.14,HIGH,W088
HS1970,28.684674,76.960158,117,221,0.74,MEDIUM,W089
HS1971,28.707589,76.94356,89,218,0.83,MEDIUM,W089
HS1972,28.671727,76.919706,124,246,0.84,LOW,W089
HS1973,28.684528,76.952455,94,228,0.94,LOW,W089
HS1974,28.713331,76.950429,82,250,0.88,LOW,W089
HS1975,28.70002,76.96732,99,225,0.6,MEDIUM,W089
HS1976,28.674755,76.950059,89,224,0.96,LOW,W089
HS1977,28.718634,76.962286,91,223,0.82,MEDIUM,W089
HS1978,28.709305,76.967358,115,223,0.88,MEDIUM,W089
HS1979,28.6882,76.926838,99,222,0.76,MEDIUM,W089
HS1980,28.698136,76.967815,116,232,0.93,LOW,W089
HS1981,28.673323,76.93964,108,235,0.83,LOW,W089
HS1982,28.703616,76.91971,81,232,0.6,MEDIUM,W089
HS1983,28.70941,76.947286,112,224,0.78,MEDIUM,W089
HS1984,28.699917,76.964345,85,250,0.94,LOW,W089
HS1985,28.710504,76.928057,84,229,0.69,MEDIUM,W089
HS1986,28.69272,76.933298,87,228,0.96,LOW,W089
HS1987,28.697939,76.923712,94,233,0.67,MEDIUM,W089
HS1988,28.710125,76.965912,103,222,0.81,MEDIUM,W089
HS1989,28.694279,76.936277,116,230,0.82,MEDIUM,W089
HS1990,28.708824,76.951983,96,234,0.96,LOW,W089
HS1991,28.715368,76.9468,96,216,0.83,MEDIUM,W089
HS1992,28.691727,76.962828,81,220,0.97,LOW,W089
HS1993,28.578009,77.226363,102,199,0.21,HIGH,W090
HS1994,28.625331,77.257962,132,189,0.48,HIGH,W090
HS1995,28.616268,77.222835,136,205,0.42,HIGH,W090
HS1996,28.624153,77.221386,93,192,0.35,HIGH,W090
HS1997,28.579434,77.246626,131,183,0.32,HIGH,W090
HS1998,28.593833,77.246578,92,203,0.44,MEDIUM,W090
HS1999,28.575759,77.23999,94,216,0.52,MEDIUM,W090
HS2000,28.584237,77.232902,104,196,0.39,HIGH,W090
HS2001,28.584101,77.23168,109,202,0.33,HIGH,W090
HS2002,28.614436,77.255319,116,194,0.49,HIGH,W090
HS2003,28.603641,77.266818,134,217,0.45,HIGH,W090
HS2004,28.594005,77.232547,125,200,0.25,HIGH,W090
HS2005,28.585526,77.268126,113,205,0.46,HIGH,W090
HS2006,28.615211,77.267045,115,186,0.25,HIGH,W090
HS2007,28.618618,77.255736,95,191,0.22,HIGH,W090
HS2008,28.603427,77.264466,124,180,0.5,HIGH,W090
HS2009,28.57552,77.227025,106,209,0.29,HIGH,W090
HS2010,28.620917,77.223447,105,207,0.34,HIGH,W090
HS2011,28.622431,77.224725,103,192,0.33,HIGH,W090
HS2012,28.5894,77.262094,126,210,0.41,HIGH,W090
HS2013,28.602104,77.223192,114,211,0.56,MEDIUM,W090
HS2014,28.617269,77.263272,130,210,0.2,HIGH,W090
HS2015,28.58688,77.218755,109,192,0.47,HIGH,W090
HS2016,28.606503,77.222736,134,191,0.54,HIGH,W090
HS2017,28.766509,77.141222,170,278,0.36,MEDIUM,W091
HS2018,28.779066,77.112861,185,260,0.49,MEDIUM,W091
HS2019,28.808927,77.125884,183,278,0.58,MEDIUM,W091
HS2020,28.784665,77.115294,167,281,0.53,MEDIUM,W091
HS2021,28.774223,77.128775,206,285,0.45,MEDIUM,W091
HS2022,28.790021,77.123961,185,297,0.33,MEDIUM,W091
HS2023,28.777709,77.116211,167,260,0.63,MEDIUM,W091
HS2024,28.800027,77.141519,191,293,0.42,MEDIUM,W091
HS2025,28.782157,77.130173,176,262,0.49,MEDIUM,W091
HS2026,28.795779,77.121316,174,277,0.5,MEDIUM,W091
HS2027,28.773522,77.123332,204,297,0.44,MEDIUM,W091
HS2028,28.778779,77.122927,186,264,0.31,HIGH,W091
HS2029,28.805405,77.144246,207,295,0.36,MEDIUM,W091
HS2030,28.796869,77.136504,207,295,0.63,MEDIUM,W091
HS2031,28.800079,77.14604,203,267,0.64,MEDIUM,W091
HS2032,28.780948,77.102069,168,280,0.55,MEDIUM,W091
HS2033,28.808913,77.116004,168,289,0.27,MEDIUM,W091
HS2034,28.76287,77.111377,178,288,0.5,MEDIUM,W091
HS2035,28.799984,77.146188,165,292,0.27,MEDIUM,W091
HS2036,28.797639,77.113325,169,285,0.34,MEDIUM,W091
HS2037,28.776034,77.124603,184,260,0.62,MEDIUM,W091
HS2038,28.795484,77.11661,200,263,0.38,HIGH,W091
HS2039,28.790658,77.104358,174,259,0.35,HIGH,W091
HS2040,28.790429,77.137576,203,266,0.41,HIGH,W091
HS2041,28.427299,77.085481,161,191,0.83,MEDIUM,W092
HS2042,28.418451,77.066446,184,205,0.69,HIGH,W092
HS2043,28.404548,77.081904,167,188,0.76,HIGH,W092
HS2044,28.43155,77.046917,198,179,0.83,HIGH,W092
HS2045,28.4178,77.053008,168,184,0.85,HIGH,W092
HS2046,28.440155,77.081764,193,208,0.63,HIGH,W092
HS2047,28.399499,77.057694,187,207,0.8,HIGH,W092
HS2048,28.424076,77.053806,150,187,0.77,HIGH,W092
HS2049,28.427952,77.065695,162,185,0.56,HIGH,W092
HS2050,28.426064,77.043999,165,187,0.64,HIGH,W092
HS2051,28.403233,77.059444,157,198,0.88,MEDIUM,W092
HS2052,28.414303,77.0703,165,207,0.62,HIGH,W092
HS2053,28.443767,77.071722,161,194,0.69,HIGH,W092
HS2054,28.430314,77.051974,171,206,0.68,HIGH,W092
HS2055,28.403543,77.053988,167,201,0.83,MEDIUM,W092
HS2056,28.419768,77.045556,187,189,0.85,HIGH,W092
HS2057,28.440958,77.08875,176,198,0.95,MEDIUM,W092
HS2058,28.429313,77.07302,191,184,0.61,HIGH,W092
HS2059,28.437029,77.041622,189,199,0.72,HIGH,W092
HS2060,28.4052,77.046222,184,207,0.74,HIGH,W092
HS2061,28.426423,77.082213,194,202,0.77,HIGH,W092
HS2062,28.396755,77.064309,153,184,0.8,HIGH,W092
HS2063,28.434153,77.08004,175,196,0.89,MEDIUM,W092
HS2064,28.636939,77.257986,94,217,0.6,MEDIUM,W093
HS2065,28.613357,77.257431,72,228,0.64,MEDIUM,W093
HS2066,28.6342,77.273652,95,211,0.47,MEDIUM,W093
HS2067,28.612087,77.291749,105,208,0.42,HIGH,W093
HS2068,28.617412,77.268857,58,202,0.49,MEDIUM,W093
HS2069,28.604625,77.255192,71,200,0.45,MEDIUM,W093
HS2070,28.623836,77.282355,104,232,0.5,MEDIUM,W093
HS2071,28.605026,77.290528,95,197,0.34,HIGH,W093
HS2072,28.597332,77.246646,81,206,0.53,MEDIUM,W093
HS2073,28.607565,77.246904,64,214,0.65,MEDIUM,W093
HS2074,28.628376,77.284108,75,216,0.37,MEDIUM,W093
HS2075,28.618567,77.25458,98,198,0.66,MEDIUM,W093
HS2076,28.628649,77.278203,103,217,0.47,MEDIUM,W093
HS2077,28.617765,77.288535,103,201,0.64,MEDIUM,W093
HS2078,28.637045,77.2948,85,231,0.48,MEDIUM,W093
HS2079,28.60082,77.281244,71,216,0.39,MEDIUM,W093
HS2080,28.604418,77.289731,64,215,0.53,MEDIUM,W093
HS2081,28.616153,77.279581,106,194,0.38,HIGH,W093
HS2082,28.618134,77.262505,83,228,0.6,MEDIUM,W093
HS2083,28.621535,77.28463,74,194,0.29,HIGH,W093
HS2084,28.610752,77.25966,87,229,0.57,MEDIUM,W093
HS2085,28.618001,77.252463,66,230,0.32,MEDIUM,W093
HS2086,28.634456,77.292546,77,226,0.65,MEDIUM,W093
HS2087,28.632154,77.292097,65,195,0.37,MEDIUM,W093
HS2088,28.6597,77.05572,137,274,0.32,MEDIUM,W094
HS2089,28.668635,77.045505,95,268,0.38,MEDIUM,W094
HS2090,28.636729,77.035605,135,283,0.17,MEDIUM,W094
HS2091,28.657197,77.031261,136,276,0.44,MEDIUM,W094
HS2092,28.639062,77.058163,120,284,0.3,MEDIUM,W094
HS2093,28.676139,77.030074,122,272,0.23,MEDIUM,W094
HS2094,28.672071,77.045412,127,282,0.34,MEDIUM,W094
HS2095,28.642832,77.059827,108,280,0.26,MEDIUM,W094
HS2096,28.634991,77.027881,106,259,0.38,MEDIUM,W094
HS2097,28.673756,77.03926,122,279,0.15,MEDIUM,W094
HS2098,28.671554,77.052355,97,287,0.45,LOW,W094
HS2099,28.647559,77.048261,112,288,0.41,MEDIUM,W094
HS2100,28.650104,77.060872,103,278,0.13,MEDIUM,W094
HS2101,28.654098,77.059067,118,291,0.27,MEDIUM,W094
HS2102,28.638647,77.051559,107,271,0.43,MEDIUM,W094
HS2103,28.636062,77.022037,133,283,0.22,MEDIUM,W094
HS2104,28.646267,77.036618,115,275,0.33,MEDIUM,W094
HS2105,28.663628,77.016501,96,276,0.12,MEDIUM,W094
HS2106,28.673948,77.024554,100,269,0.19,MEDIUM,W094
HS2107,28.677571,77.018378,124,287,0.23,MEDIUM,W094
HS2108,28.676106,77.060804,110,281,0.14,MEDIUM,W094
HS2109,28.635032,77.036655,142,261,0.13,HIGH,W094
HS2110,28.648864,77.050309,119,282,0.1,MEDIUM,W094
HS2111,28.673939,77.030898,132,295,0.3,MEDIUM,W094
HS2112,28.678637,77.056439,133,292,0.4,MEDIUM,W094
HS2113,28.646569,77.207311,81,257,0.29,MEDIUM,W095
HS2114,28.670454,77.191132,86,249,0.35,MEDIUM,W095
HS2115,28.653289,77.234783,100,278,0.22,MEDIUM,W095
HS2116,28.655703,77.225608,65,245,0.47,MEDIUM,W095
HS2117,28.665451,77.197618,94,264,0.16,MEDIUM,W095
HS2118,28.671311,77.192043,74,275,0.25,MEDIUM,W095
HS2119,28.654907,77.225374,74,251,0.53,MEDIUM,W095
HS2120,28.672425,77.201559,77,283,0.35,LOW,W095
HS2121,28.654641,77.193496,97,277,0.31,MEDIUM,W095
HS2122,28.67094,77.213299,96,261,0.22,MEDIUM,W095
HS2123,28.6733,77.213052,66,244,0.27,MEDIUM,W095
HS2124,28.676949,77.226191,55,271,0.18,MEDIUM,W095
HS2125,28.650963,77.212872,88,282,0.33,MEDIUM,W095
HS2126,28.660101,77.201276,94,281,0.29,MEDIUM,W095
HS2127,28.667386,77.227253,57,248,0.27,MEDIUM,W095
HS2128,28.674522,77.234875,67,254,0.55,LOW,W095
HS2129,28.663048,77.22158,92,269,0.33,MEDIUM,W095
HS2130,28.647271,77.219594,91,275,0.29,MEDIUM,W095
HS2131,28.637751,77.198165,60,270,0.4,LOW,W095
HS2132,28.677302,77.187321,75,261,0.39,MEDIUM,W095
HS2133,28.843228,77.17504,120,207,0.75,MEDIUM,W096
HS2134,28.814069,77.148411,131,206,0.74,MEDIUM,W096
HS2135,28.824529,77.13092,98,236,0.78,LOW,W096
HS2136,28.836282,77.177002,130,230,0.61,MEDIUM,W096
HS2137,28.804084,77.151697,137,216,0.65,MEDIUM,W096
HS2138,28.824569,77.175412,118,216,0.76,MEDIUM,W096
HS2139,28.819252,77.142471,97,226,0.74,MEDIUM,W096
HS2140,28.805597,77.160221,98,209,0.82,MEDIUM,W096
HS2141,28.817572,77.142219,139,217,0.81,MEDIUM,W096
HS2142,28.837026,77.145085,124,219,0.69,MEDIUM,W096
HS2143,28.803233,77.131758,131,220,0.59,MEDIUM,W096
HS2144,28.839808,77.165856,136,213,0.6,MEDIUM,W096
HS2145,28.814138,77.170292,139,206,0.88,MEDIUM,W096
HS2146,28.817986,77.14601,99,203,0.87,MEDIUM,W096
HS2147,28.836777,77.156604,96,224,0.92,LOW,W096
HS2148,28.823094,77.150533,108,232,0.8,MEDIUM,W096
HS2149,28.80503,77.174501,111,235,0.87,LOW,W096
HS2150,28.83942,77.177551,119,235,0.74,MEDIUM,W096
HS2151,28.818012,77.134411,127,235,0.9,MEDIUM,W096
HS2152,28.804801,77.138438,99,198,0.7,MEDIUM,W096
HS2153,28.834419,77.161052,99,216,0.63,MEDIUM,W096
HS2154,28.823249,77.14999,113,224,0.83,MEDIUM,W096
HS2155,28.475902,77.088294,105,242,0.55,MEDIUM,W097
HS2156,28.498973,77.088946,106,240,0.47,MEDIUM,W097
HS2157,28.46196,77.085382,80,218,0.65,MEDIUM,W097
HS2158,28.47,77.098555,103,211,0.57,MEDIUM,W097
HS2159,28.473401,77.092653,107,230,0.54,MEDIUM,W097
HS2160,28.472871,77.115694,115,215,0.76,MEDIUM,W097
HS2161,28.4709,77.132593,80,211,0.65,MEDIUM,W097
HS2162,28.476897,77.09914,88,247,0.52,MEDIUM,W097
HS2163,28.4943,77.107147,75,246,0.59,LOW,W097
HS2164,28.463109,77.126039,93,237,0.5,MEDIUM,W097
HS2165,28.484415,77.085888,79,218,0.69,MEDIUM,W097
HS2166,28.495971,77.103241,105,240,0.78,LOW,W097
HS2167,28.487824,77.126491,100,228,0.49,MEDIUM,W097
HS2168,28.467822,77.10253,95,237,0.78,LOW,W097
HS2169,28.457134,77.091692,75,223,0.55,MEDIUM,W097
HS2170,28.481147,77.128192,86,216,0.69,MEDIUM,W097
HS2171,28.492316,77.109313,83,227,0.66,MEDIUM,W097
HS2172,28.481273,77.103311,87,214,0.7,MEDIUM,W097
HS2173,28.492786,77.117734,98,240,0.73,MEDIUM,W097
HS2174,28.463685,77.111646,100,210,0.62,MEDIUM,W097
HS2175,28.497664,77.093776,89,231,0.79,LOW,W097
HS2176,28.492792,77.132682,76,243,0.57,MEDIUM,W097
HS2177,28.466338,77.12779,108,224,0.65,MEDIUM,W097
HS2178,28.661768,77.237517,43,204,0.75,LOW,W098
HS2179,28.647456,77.225338,42,194,0.4,MEDIUM,W098
HS2180,28.637501,77.23112,56,194,0.76,MEDIUM,W098
HS2181,28.635987,77.206121,53,194,0.41,MEDIUM,W098
HS2182,28.663826,77.239643,53,226,0.78,LOW,W098
HS2183,28.655126,77.196634,46,226,0.46,MEDIUM,W098
HS2184,28.671468,77.201092,67,195,0.43,MEDIUM,W098
HS2185,28.66517,77.208056,75,189,0.78,MEDIUM,W098
HS2186,28.634887,77.240028,45,219,0.59,MEDIUM,W098
HS2187,28.661606,77.214427,59,223,0.58,MEDIUM,W098
HS2188,28.633523,77.244993,81,192,0.73,MEDIUM,W098
HS2189,28.641552,77.232283,49,227,0.66,LOW,W098
